553929,7269,861,9480,2488,1895
808481,5636,9016,4716,1498,7434
651465,5528,7444,5851,4228,6950
6621,1627,6928,3765,6093,2771
709444,10,3295,696,6220,668
1163908,6441,1264,8610,8647,6093
565362,1501,2094,6928,2938,3885
822547,7957,7395,6584,2770,7638
654824,1369,1649,5299,5894,8745
130707,124,7325,1455,9497,5532
1180992,7061,24,8981,5386,8874
556836,3403,3079,264,52,4134
1171464,1834,9234,1470,4912,1010
1076812,3661,7236,8918,515,187
576432,1330,6380,4338,7638,159
301575,552,5601,7039,7036,7907
729957,7500,3897,3323,7898,2613
797235,1963,3323,7289,9920,4869
391836,4438,10,846,7250,696
222947,8750,3200,8966,8891,5532
880877,6220,2832,1380,3695,6868
563464,7398,302,7484,4667,926
779384,8681,4096,370,6592,367
332534,7306,5010,6394,3897,8157
207065,5345,5164,3551,6289,8237
57187,6613,6220,7812,1967,8317
755748,9108,1967,3811,9428,9213
940558,4905,8446,6119,324,7782
43842,8213,8804,7500,9180,8806
1177874,6669,851,7445,420,1458
204451,233,6282,8278,8108,8769
1059094,8681,9439,1183,4119,7982
941961,7643,7528,5897,666,5810
186192,748,2114,3686,6168,4350
3345,8742,5586,1240,6354,7628
421028,6613,4623,9106,10,696
282141,522,3231,631,1088,668
69522,3635,5345,753,4442,1248
981623,7500,1387,7644,7159,7669
923493,6772,6250,6444,5798,3757
532671,3135,6259,8108,233,9757
346467,1967,671,6008,666,659
1183306,6613,10,3295,696,6220
216287,3431,4818,1269,111,8557
158239,9327,7569,5285,2346,1232
61334,9591,2639,4919,566,2532
53141,5805,203,3627,7987,7219
636979,7812,3341,2977,6220,668
70137,3,4706,7753,7444,9503
848927,6459,2079,1864,9134,6756
291873,4066,1878,2249,4884,6953
196786,7159,1064,7838,1387,3886
1007813,7505,1418,1143,493,7057
1068539,6685,2220,4497,6902,5607
722902,9898,2028,2403,4180,3019
1144750,8262,2752,4993,1090,3086
198365,3459,4439,8140,5403,7383
89422,9367,8754,5173,4474,9213
69532,6624,1383,9884,3661,7708
249763,6463,4969,7623,7159,4449
524030,8218,1320,5535,3651,4387
870185,5418,268,5736,8035,7289
453442,1730,9957,1738,5846,2422
341485,1136,8569,1462,3573,9997
701267,3457,9683,7617,6377,9388
36435,3622,3104,6993,7515,1972
380520,7966,6119,3658,8446,5263
358999,3874,3,4983,6576,7268
39302,6685,7827,6528,6380,5619
533753,5396,6468,4599,118,8741
250749,1109,8589,5370,7992,8026
200879,8915,2297,606,5265,1895
1137404,3135,6259,6282,233,4951
1006132,3152,5115,4133,2844,5170
19914,4066,3523,4884,3687,9644
102449,5795,3421,9914,2066,2228
186379,2492,9122,8915,2661,5334
666984,5051,690,9789,5285,9079
568574,6615,2751,5584,2478,4672
402329,1855,268,2343,9080,2407
614217,7250,7159,8199,1997,8930
1166967,9106,10,696,6220,7812
253385,3807,6265,668,236,8786
655747,6377,3457,163,9354,1691
149789,696,10,3341,9473,1143
615492,9094,3963,6613,6220,9945
398412,10,3200,2297,6220,798
483395,1202,9277,1386,7123,6310
664964,5705,6553,4911,9670,8519
445409,6613,10,2977,6220,1776
539156,5833,1387,454,7352,2945
1177408,4130,8221,294,5585,2886
111707,7361,8550,1813,1580,6762
483810,3795,8891,124,5532,8966
940596,5134,641,6981,6047,377
345337,2993,6685,8323,5607,7500
717192,1997,589,920,7500,8099
133663,6774,1183,7298,1967,2744
1156654,2784,2920,7439,5787,5575
649044,1435,9529,9707,3704,2047
848702,10,7250,8108,9503,4928
636496,5181,7166,4450,8647,5407
564661,7763,8075,7803,348,4884
795480,2280,4323,6044,9055,8139
225058,693,5619,5810,7750,2715
611897,4623,696,10,7812,5619
64798,5988,4130,5225,1498,5507
571903,4425,7757,6834,9613,3693
1149718,7252,3665,7992,9707,802
107251,4164,6773,6119,7873,9816
413197,5440,2883,9192,7707,6759
243209,9683,1663,2100,6377,3457
630442,6186,7250,5492,846,3794
1028637,3609,3366,4097,5012,3231
605573,4612,6678,4602,8286,1375
122753,10,6008,6613,47,6491
874746,5396,3145,7837,7294,6468
1139457,7648,2977,5122,9830,3944
302318,6525,1222,5849,6688,5606
950281,8108,4692,1485,4916,2292
632287,5959,7159,491,1997,730
598706,10,696,4623,668,5736
453751,696,5998,7643,666,1895
1036226,696,10,163,5787,631
826555,1519,8696,846,1756,4852
875302,9106,6613,2977,6220,668
387286,5998,8215,5758,7269,9480
465974,9108,631,8317,3295,5619
639414,589,900,6732,1889,9473
636366,539,6906,2971,5262,2525
467969,7250,6133,10,2143,696
644027,4676,3106,4869,1485,7812
826686,5032,227,1843,4219,8596
723484,7046,365,2236,227,6503
377748,8811,2335,693,7465,7528
686417,2583,4030,9830,7104,7648
701343,1519,9334,1412,7352,4852
91415,9060,6397,200,5192,3822
363813,9899,2147,4803,725,792
410227,2343,1895,4218,7607,8938
306757,7156,3169,9596,792,5535
299715,10,6613,1562,668,6220
267798,4764,558,8780,730,5607
205385,8397,7159,1997,8010,3886
946332,4096,3212,2305,2706,9537
25409,5039,7289,3515,7803,1320
305636,4067,3807,7907,804,435
203070,1562,3724,7408,3072,4761
319885,7159,6914,454,7114,1997
896601,5396,6468,7837,4599,7294
681586,7257,1953,3532,52,7022
1153652,8408,3462,6974,4335,926
699113,5619,3807,668,696,853
381090,1435,4537,8709,1317,210
1169480,2519,4002,8233,5976,3054
301370,9994,4474,7503,6711,5736
500419,7678,4689,7302,9904,7528
593680,693,977,7517,6292,1967
477684,9334,4623,10,2621,7250
205250,6257,7174,3262,6755,4183
1042371,5034,6198,4298,3103,5532
510223,7643,156,6622,3400,5893
669921,696,846,7250,10,4623
978970,3730,3884,2918,1854,9695
205113,2977,5386,284,7648,9830
651528,1870,6613,9094,10,1562
876041,2977,7648,7104,9830,3961
944554,2085,1135,4376,7317,3021
1171161,6834,696,4991,2908,666
612267,4374,9428,4884,8450,6868
40105,4745,4676,7770,3028,1970
9024,3782,4871,8103,1153,8482
740778,2114,3958,3686,195,6491
918224,549,8245,3145,1250,1561
960593,1967,9388,631,587,7278
1155108,6613,6220,773,7812,1485
398840,7881,4845,2093,3,5606
1149663,323,2977,3072,9978,4852
50919,268,9473,3724,2914,5736
929341,5736,6613,696,10,7812
1166393,8711,5785,7835,8781,3661
264042,421,6931,3658,7966,8446
898519,62,7595,1320,7845,3651
328381,8812,4503,1818,4991,7528
576982,9871,9302,6051,1625,4888
749265,9373,7307,6914,6278,5295
467130,3252,155,6577,4772,4398
824416,2582,13,9957,9685,8626
1137205,62,7595,3355,3360,6822
573572,5032,5127,3200,117,6302
1181109,1088,8173,6220,5787,47
750006,3990,7732,700,3693,9613
997040,6933,1061,8744,5961,5506
259058,5401,552,631,9904,9306
249709,2807,806,4297,2713,4409
170450,1967,7298,9019,6963,7444
857083,7837,6170,2928,8278,7294
40436,668,5736,3295,696,5173
1054311,4871,1883,5853,5015,312
1174504,6613,6220,10,8446,7782
516912,5396,4452,6468,4641,3145
1078434,4983,283,9718,9732,2026
1069238,5037,497,5146,1967,1158
502744,6685,8744,4858,6380,6528
379862,5454,9287,6099,1868,4291
310900,5278,7136,1334,2471,6874
1185529,3341,6394,1997,5619,8099
682692,8745,593,5893,2525,5168
1072589,7601,9704,9957,5232,9216
254103,287,5543,7357,135,3362
366641,6431,163,631,5619,9222
1043711,2977,5775,6902,7648,1352
48934,294,3307,9122,4983,5265
968028,3655,113,5719,227,9497
396139,9957,1334,7531,8647,2319
1138665,7250,4623,10,696,668
1150737,4034,5833,5135,8240,3859
1011987,2223,7603,3137,7610,7614
575438,6931,7966,3658,8446,2240
437662,2998,1569,3328,8108,7105
68636,6330,3,4297,3248,1895
173800,8209,817,7879,1687,4560
191277,2977,7302,9683,817,3767
854557,5289,3876,5564,1963,7117
463148,8681,2439,6592,367,2250
701046,4230,7289,1365,264,1320
483716,4623,7812,9334,1485,696
138121,412,8786,5367,3861,236
134735,7992,7143,7498,4476,8026
296437,2157,3653,5554,2920,4945
474484,8750,4954,9234,9148,9497
647249,8367,8220,2126,618,9835
243870,696,6220,5619,8317,666
1041187,7289,1320,1931,7803,9047
147610,7812,9106,1158,4843,722
333415,1676,9277,7500,8806,9436
371012,4221,3113,6500,9034,5012
298707,7949,1387,7389,4425,1813
363782,3481,7439,2249,2784,5998
761120,5704,4722,7036,906,4560
441936,1963,6041,6773,9693,7782
969792,6613,3295,668,8317,5173
416551,1132,3124,9388,1967,5619
120533,7843,5082,4689,9306,1967
498274,9483,7015,4511,4061,6265
477080,6227,5440,8442,4526,4617
964919,7278,7013,5314,3494,7692
680868,328,4476,7638,2067,1828
996515,4770,8609,1890,2050,4557
255792,1860,7623,7250,853,2143
119793,1064,1657,537,8739,6941
1164782,7302,5619,9473,1967,659
176585,1387,1519,4453,4034,8696
562579,1839,5499,5977,2729,3577
336157,4896,5719,3655,9497,5151
429142,3231,2977,3273,4221,9282
680078,497,3270,3609,1249,1158
872145,9149,3623,6409,824,5085
81122,1670,7500,6286,6328,7505
886954,2814,2482,1833,3290,9733
1005800,6613,696,6220,3724,668
441882,6343,8158,7226,6431,4057
842844,3692,1211,5227,1870,1248
279359,1050,8579,6270,6546,1895
1179250,6133,8614,7292,6409,447
532900,2295,8780,5543,6990,730
227408,201,7847,6416,8859,6729
1044368,3267,8745,1369,5173,1218
314200,7544,1555,9933,3309,1069
129951,9106,4846,1262,6478,2740
766960,3048,6119,6532,4905,7782
477932,9473,6328,454,2914,1754
731159,8497,3341,7250,210,1895
16151,3532,7844,7444,986,2697
547803,1967,7030,3071,9097,6955
255662,1088,7812,2343,7289,3072
101053,6119,1595,9816,7917,8446
260331,1967,3341,1627,4264,5451
271662,1554,9957,2319,7199,39
757045,6458,5082,6112,9428,5168
871410,2669,3907,6995,8602,4394
855294,9106,7812,696,6613,6220
872911,9985,3669,4645,6940,2297
929493,5803,5712,3689,8614,1895
432561,9529,1010,9591,7432,2047
910317,1111,2312,5846,5970,5266
389707,3083,693,977,5542,4670
279791,5446,4740,6220,9285,666
1159803,845,21,9087,3038,168
443885,8558,7117,3274,8739,6212
246382,7678,1235,400,6195,2901
514789,5793,10,3145,7691,1298
751758,6729,6614,4766,2470,4735
137806,3288,5648,2808,6374,9482
12527,3523,7603,8874,3137,6822
207093,5528,7751,9097,6859,1967
641627,1967,9830,9213,3295,5619
473334,6743,6553,915,5705,9670
1159466,668,3295,696,8317,5619
557616,3730,5031,8369,4225,7109
967395,2056,7812,9695,9213,5736
546938,6461,2295,1741,8420,9563
147712,4695,6614,4766,1136,7709
619849,7644,7159,4831,7261,7500
699713,3117,1794,943,3072,1963
644536,2542,2995,7040,8614,1895
404694,3908,9683,5178,400,3203
258301,8750,5330,6940,2297,7546
622955,8178,6726,3529,1153,5535
720362,5552,9672,7548,1776,1177
1066982,2576,1614,2907,6911,7184
171566,6613,1562,1088,7812,3072
662001,9744,2194,6438,1200,9780
403561,696,5619,8317,3295,666
242943,1967,6613,10,696,5619
492522,6613,6220,497,5787,3072
585437,1963,6220,9255,3113,5012
184945,1567,7482,4947,4884,7243
603004,9649,2190,5736,3231,5173
1177695,2010,3113,5012,2925,3092
990828,8570,937,9649,9213,5173
1143845,1111,5970,6093,7739,5266
425520,8685,3416,4038,3295,9951
762831,10,5619,696,3295,668
268851,9106,2249,3295,6220,163
33067,7812,9106,9250,3811,3231
449829,4745,6096,6313,357,702
301123,6613,3295,668,10,696
81951,2010,1485,8802,3448,1423
600594,6458,9306,6312,4119,5168
965600,79,552,4057,6249,4435
377460,1504,6836,6225,3018,5352
837411,668,3295,696,5787,5619
1079511,1204,9094,671,7040,1895
779566,9180,191,9785,8065,2066
662012,696,10,7250,3257,1485
900574,3616,6873,5998,2542,1895
1046685,5255,6503,9143,365,7046
23260,10,1485,7250,696,6220
593916,7503,1380,6220,3072,5608
926668,8035,268,2343,4884,7289
1022170,1088,1739,1997,6380,2570
622845,7812,9106,10,696,1088
101731,1512,1915,692,9998,2224
614585,696,10,7250,6613,6220
969068,9349,9271,6210,1878,531
422005,3399,4324,10,4623,8237
804331,3274,5884,4770,5388,7117
1044928,5697,86,4262,4398,3421
349813,4706,9165,1666,944,441
61689,7218,6366,3848,1813,8550
4604,7289,2153,2299,3360,8035
408282,10,1776,5736,5173,9265
1149219,6694,1153,1541,5853,194
621489,6613,10,6220,1562,1485
361670,1567,7649,7763,706,4884
258183,1593,8570,6220,7827,9255
591203,8780,8086,5543,5959,7264
1062013,696,10,7250,6220,7812
44511,6209,229,7590,3113,4412
457018,6438,8671,1200,1680,5023
701353,6728,7411,8702,9470,5173
604744,6458,5403,5398,4006,2655
289000,5173,7812,5736,668,6220
747725,11,1256,9718,847,5349
702649,4969,6463,6879,5177,8199
976853,2174,8780,4792,2295,5937
767177,3072,1088,1963,7812,1158
318512,7948,9699,5243,4080,359
1163618,8614,2471,8489,1950,9305
541806,6613,6220,668,10,5173
981772,3395,8624,1315,1195,5167
515779,4372,2010,2484,6490,3070
967807,3407,1410,4860,7117,5453
645202,6534,8540,7872,5656,7183
1027557,2337,7873,9222,1967,5619
597353,696,10,7812,6220,668
299519,696,9388,8832,659,3695
427779,6613,10,696,3295,5619
644893,1756,4425,3187,6221,7707
23949,7073,4318,8625,6379,6690
929562,1386,5775,2277,1561,8007
714345,8708,8291,944,441,7296
52921,5833,7250,3859,1485,4852
39431,6356,5294,656,4450,3064
10656,1153,2857,5401,3,7268
838020,10,9334,8985,9841,1046
319286,2977,6220,3113,7812,3072
206912,7482,1088,7289,268,2068
637378,7260,9268,4327,2431,8128
196525,7812,5736,3072,5173,2456
305159,1569,4896,124,6259,4951
464580,7919,2540,6518,8702,5173
1016327,5285,3113,3724,6902,5736
612008,3096,8459,7250,8387,1997
706264,9529,9307,5619,7432,1062
168428,1812,6612,5158,3150,5687
1048952,1562,1088,4645,5787,198
39199,532,7298,1478,3324,7256
744291,1729,7302,2423,9222,9711
1169661,4304,1997,1046,1813,3794
786927,2236,6503,4987,6911,8891
376293,4180,5636,9238,3998,4495
1181715,7280,4794,7905,2087,4818
360595,10,4623,7812,7250,696
738672,8241,4335,5479,1177,637
541953,3117,401,6995,1173,4181
975103,6818,3446,5855,3079,5428
937756,9470,9743,6103,5900,7133
540008,6236,3092,937,5664,2158
70586,9843,2713,940,9349,9922
115802,2354,2935,1068,4059,4980
879793,6834,3990,10,696,3064
303306,3649,944,430,1183,8932
479507,2679,4551,6330,6073,4877
1156788,2358,4637,3532,6291,5631
339749,3124,587,693,9439,9388
376943,454,2785,589,8387,6732
66378,9452,8100,2601,5418,9080
467217,971,1776,1220,2299,2506
372806,9128,779,3436,1963,6220
473063,9094,4740,6220,1155,930
231667,7597,2188,5017,9213,5318
466716,7595,2249,2343,1320,268
252302,1110,493,8413,3897,1143
973838,6914,9920,6278,2967,2596
963378,7278,2188,9367,9303,8081
19662,9330,3558,9473,9729,2928
290914,9307,9529,8709,1062,8475
172067,1595,1967,411,7917,792
414043,3807,853,668,7907,3295
683638,3687,3523,3137,7988,5717
1046246,696,9316,587,666,6096
89631,4896,5414,604,6220,9539
121755,111,7280,1741,719,9563
686596,3807,3341,5619,4645,7827
688450,2188,7873,4052,2750,8700
441090,9235,2421,8970,615,8430
594812,9207,2850,2297,6911,4645
867938,3439,4324,6724,2027,2930
478064,5446,7302,696,6220,6613
1051715,10,1088,1485,2343,7812
937069,2079,4581,6995,9460,7258
923356,8838,792,6096,9830,5649
120301,3897,943,8157,3117,5010
439753,5015,5543,7864,6317,3221
100924,8764,7050,9143,5887,566
575367,7325,1569,3063,9497,5719
232088,3532,1610,2094,4461,4605
589776,9187,4547,4602,8497,3925
449458,9928,4252,8192,389,3006
266396,5832,1967,8438,1963,9945
390658,6613,696,10,4645,5736
788830,2571,6522,9238,6579,7417
741731,742,8503,2246,221,4335
1007765,1088,2343,2153,9134,5334
525242,6330,2477,6073,8512,9626
365545,4623,6220,696,668,5736
708532,6819,5414,4439,9761,5637
902940,583,1408,8056,7430,8074
839227,1485,738,5897,2837,7503
299695,4706,4863,1666,441,787
1163686,5446,666,6220,9285,4901
237081,9515,3523,3687,9017,8587
590418,1561,2556,4818,7261,7669
326261,7812,6613,2977,6220,668
540811,696,668,5619,3295,7827
966611,1035,8674,9030,8780,2720
617387,668,1967,6220,8317,666
1161619,7884,848,9606,9276,2421
327780,668,6220,2297,3295,8317
770678,10,1967,696,375,9830
826353,10,5736,6613,696,3295
651525,6394,2789,659,589,210
956489,1435,8221,1517,7153,802
668505,3961,3070,7648,284,1508
977629,4221,696,2837,1240,1963
725543,9830,5155,1735,5083,631
1168602,9046,1881,798,5634,5890
181836,6220,10,3072,9106,3609
995801,2318,5828,6805,8768,7041
684270,4826,5330,7373,4951,2853
917711,9707,2386,1200,9835,802
885967,2801,3817,1848,9090,6550
65739,5661,5334,1808,7346,935
668182,1567,3,8218,1153,9080
201556,5619,1326,3807,9683,659
597336,7965,2708,8450,318,4758
593301,1046,9194,879,1813,7001
129895,5446,7812,668,6613,5173
300625,3528,1021,5155,8440,3390
628841,4620,747,2850,7303,9900
82881,313,8165,774,4479,1042
107646,4222,2582,646,6583,7119
1063509,6909,5387,8379,3081,5127
679918,4623,7250,10,696,7643
640630,696,5173,6613,7302,5619
503147,668,9213,5619,8317,1967
585365,9491,7369,3822,6397,5585
371997,3421,9334,3103,1813,6012
171009,6213,587,5619,6737,9830
436209,8565,9287,798,6106,7469
87223,5345,6841,8420,9958,7717
111734,9106,696,7302,6220,668
47537,2065,6577,7475,2936,5480
254393,5636,9898,1498,2028,4180
389999,961,886,4812,2292,1679
893164,1372,2979,5173,5736,6487
721598,735,1384,6472,5550,6093
276141,10,6613,668,6220,696
882608,8291,2752,261,9938,1514
217080,4916,4852,9017,2224,6306
59236,7385,7662,5556,8417,8996
353204,1918,9078,8988,6768,3840
148816,137,3315,908,9704,29
571070,349,1519,1485,1756,4852
273386,6732,7644,6990,696,6394
65428,9876,2542,6431,8158,7934
1028262,8817,5393,3358,8400,3944
164006,5528,8301,4047,47,8554
735559,1790,2854,703,1013,2220
516360,3072,7812,1088,6220,668
213231,6638,8497,1665,7432,1177
1161517,3217,9766,9557,2257,158
1030982,9957,7748,964,7199,3758
728987,6820,6804,1676,3500,5441
211323,7966,5564,324,6119,8446
304955,1026,5082,765,3891,4400
693391,5833,9277,1676,3859,2900
417406,5980,3589,6369,8409,9725
116383,3874,2761,1320,8218,4387
124305,9106,3724,6220,4623,9819
819787,4471,1434,6175,4449,708
695963,7252,6769,7992,4540,2676
590794,696,10,5619,668,3295
103514,3990,1160,3378,7386,8587
276884,5185,5201,5152,2854,3178
852567,2714,6122,9819,9164,515
448597,2740,3668,4597,4829,5473
229770,6223,1625,5936,8353,5293
690624,5795,1562,9914,6841,2981
224648,4969,6505,9478,6990,2791
448639,9933,1520,1555,7544,1069
582304,8900,4367,7089,7388,2306
40039,9225,6645,7013,3075,4893
347331,2854,8703,4474,4483,5736
699391,6805,2175,4818,3145,2332
244014,581,7561,1937,5813,2810
843649,7289,2343,1320,7803,348
333910,6613,5446,7812,6220,9285
320572,543,8704,6708,4057,7000
269074,1994,5037,6745,4974,498
1181972,5027,4082,8114,6595,3104
270246,8079,4958,1051,5291,6221
265831,5183,4599,4819,7174,4183
729525,9409,4154,7982,7392,7528
1157629,1993,2485,1888,587,9695
963800,2249,6711,7643,9076,2343
409668,1878,2832,4066,3038,6953
909110,7885,1086,3635,8237,753
338937,4118,9194,4363,318,728
333359,7500,9277,1061,3859,2899
632214,1334,583,9957,8679,908
479356,4546,9945,1972,6039,6990
686919,2977,9830,7648,8619,1691
905992,7030,1663,696,668,666
8569,4827,211,2199,4369,3603
806737,7143,7498,7992,902,7434
799768,1554,1457,9957,2319,5449
872660,8780,7114,7159,7500,3178
1165662,668,9265,5736,8317,659
645515,5619,9108,9213,9830,4670
440580,2054,662,6928,3885,1372
761994,7503,8294,8359,3270,1058
242956,10,7250,4623,696,846
794757,6994,9165,9624,6127,2845
620941,696,7812,10,5736,1485
1045087,4154,7184,2907,9207,1844
769495,1110,8107,3389,5940,4180
1009273,8433,2977,1967,7250,9830
795505,4623,10,9106,696,5736
1043402,4818,6685,3931,1386,920
744545,1830,6223,2598,3249,3935
375746,8545,5316,1723,5948,5403
920454,7670,8248,4439,918,185
165877,5146,9275,8535,5315,348
431357,2926,6505,2861,4355,2981
724583,8408,4067,6058,721,804
314243,8852,2593,3441,1664,1852
25327,5025,106,6519,735,3785
752009,10,7812,7250,696,2224
89984,8554,1881,7015,7961,2048
985042,8258,1924,5717,4571,3687
466899,7644,5833,595,3859,3379
709226,6330,2257,3963,7548,1776
930250,9830,3807,3666,9473,7907
310127,2078,4493,2523,4107,4450
647800,7111,8558,4921,1161,7117
785179,4762,5736,9213,3295,8237
277346,4991,6773,2337,7250,5619
479307,7745,5037,4302,2333,6096
253142,3915,9927,8310,5213,6724
126225,4733,9238,7417,3998,2571
1180731,1650,7947,8158,5227,5725
535189,4047,8073,6825,9729,9753
1138833,4067,9683,8408,4338,761
19556,1088,1963,5787,47,6348
381647,1041,4798,4818,3793,6124
870634,7369,5585,6397,8741,9020
735174,2856,2395,5970,8272,1216
393150,6079,7269,3290,910,3946
933151,9094,10,9334,696,7250
364718,7160,8941,7444,5263,5314
380333,3,5130,1153,8937,9809
619051,2744,766,8630,3776,2940
814265,5736,8981,3666,5173,9213
67129,5319,4119,7278,4228,9804
501518,5037,6745,7015,8863,659
518221,4543,5791,1898,1238,6737
514834,944,6953,753,7741,2904
895558,7224,6879,9085,3722,4488
563162,1127,7361,5496,2536,6711
558436,7250,10,2621,4929,5970
