770631,"(8207229, 0.58880705)","(3176987, 0.6104963)","(3155260, 0.59772277)","(3057916, 0.5803768)","(1179207, 0.62200737)"
7458,"(6185364, 0.67860854)","(4995432, 0.60108936)","(4781868, 0.58807874)","(3451269, 0.62342495)","(2751961, 0.61074495)"
840086,"(4694330, 0.6444856)","(4141702, 0.6399821)","(3259870, 0.6458597)","(1052232, 0.6712349)","(696761, 0.6449658)"
1066112,"(7022717, 0.6754524)","(6941663, 0.6611521)","(3190502, 0.6387944)","(1959114, 0.67276204)","(790895, 0.6838852)"
386281,"(6095398, 0.6031758)","(4894427, 0.60437715)","(3365332, 0.59746623)","(718114, 0.60680395)","(190671, 0.60178435)"
744051,"(5742913, 0.5592162)","(4448786, 0.5545516)","(2251909, 0.5666301)","(2192283, 0.62697303)","(2130928, 0.5624577)"
171859,"(5832929, 0.72783357)","(4533760, 0.65187466)","(1992873, 0.65566754)","(1399823, 0.6880493)","(505048, 0.6656226)"
1037359,"(6269178, 0.46903238)","(6155842, 0.5176125)","(4600379, 0.47790384)","(4083034, 0.54702765)","(1525476, 0.48270828)"
472804,"(8795843, 0.69666356)","(6911875, 0.66339415)","(5695595, 0.64541495)","(1361059, 0.63039255)","(638697, 0.7578018)"
100289,"(3539102, 0.6302902)","(2161608, 0.6299075)","(1634432, 0.6026764)","(1275472, 0.62498975)","(150000, 0.6671067)"
858627,"(8795843, 0.6225107)","(5059361, 0.5556838)","(409002, 0.5291079)","(216942, 0.5185247)","(190671, 0.5247323)"
734387,"(6927405, 0.56202865)","(6516883, 0.5499551)","(3538693, 0.5335727)","(2161608, 0.53743804)","(1519542, 0.53229594)"
104394,"(5469199, 0.7173594)","(2630391, 0.7283063)","(2391194, 0.71613765)","(1799728, 0.7134136)","(1467402, 0.730824)"
949281,"(6927405, 0.56315607)","(6516883, 0.72809017)","(5913857, 0.58954114)","(4047753, 0.5750398)","(2574616, 0.5712754)"
119558,"(6927405, 0.5291259)","(5059361, 0.51909226)","(2205830, 0.5197321)","(2172249, 0.50221765)","(869674, 0.535898)"
170808,"(5289784, 0.715284)","(5024694, 0.744925)","(1566602, 0.7156211)","(1514918, 0.6943053)","(695587, 0.6908642)"
260744,"(3565130, 0.53516626)","(1264542, 0.62194943)","(1078472, 0.5817548)","(532674, 0.54165226)","(290511, 0.5467841)"
985530,"(6269178, 0.5404333)","(5026001, 0.54472375)","(4829906, 0.532611)","(4821517, 0.55683315)","(619469, 0.58543646)"
133411,"(6927405, 0.6580487)","(6516883, 0.6831405)","(5040444, 0.61733335)","(2686269, 0.65572226)","(630810, 0.6706282)"
752251,"(6927405, 0.59430826)","(2541391, 0.55016994)","(2205830, 0.55869925)","(869674, 0.55838245)","(242666, 0.590834)"
251499,"(6998784, 0.62850344)","(6533309, 0.6699805)","(5681799, 0.693135)","(1663637, 0.62708807)","(1500986, 0.62349784)"
269918,"(6809504, 0.66708255)","(6772778, 0.6799599)","(6134432, 0.67252153)","(5543268, 0.6816252)","(1805365, 0.67937803)"
400559,"(7952930, 0.64516723)","(5069042, 0.6386771)","(4952483, 0.6218871)","(3500683, 0.6728389)","(880451, 0.6281256)"
1167699,"(6347031, 0.65934)","(6126073, 0.6516098)","(6070895, 0.6345085)","(3248685, 0.63599074)","(3187231, 0.61883354)"
1034965,"(3585651, 0.5452833)","(3108642, 0.54678726)","(2858824, 0.5218665)","(2541391, 0.5069132)","(2093133, 0.52309537)"
330378,"(6288184, 0.45968413)","(6105910, 0.45309427)","(4920263, 0.49134502)","(4175927, 0.51074636)","(2004597, 0.4653384)"
749845,"(6927405, 0.60844064)","(6516883, 0.5953359)","(2205830, 0.5696028)","(869674, 0.6149337)","(242666, 0.5741461)"
162401,"(5695595, 0.5862147)","(3238106, 0.58438206)","(1079502, 0.5663067)","(1024094, 0.56226736)","(167947, 0.5852918)"
1171878,"(5300612, 0.569962)","(5059361, 0.5508974)","(4284494, 0.5627774)","(2172249, 0.54756147)","(190671, 0.5371628)"
188366,"(6350694, 0.5448623)","(6037253, 0.5620656)","(5868027, 0.5748334)","(2192283, 0.53971577)","(1279648, 0.5240261)"
273648,"(6503852, 0.6249981)","(6129076, 0.6221091)","(3815278, 0.6881638)","(2636849, 0.6297904)","(1500986, 0.6360319)"
675734,"(6927405, 0.60353374)","(6516883, 0.6036217)","(5977696, 0.546648)","(5916560, 0.5410777)","(781145, 0.5356269)"
725466,"(6927405, 0.5704973)","(6516883, 0.5729005)","(5977696, 0.55655324)","(2878569, 0.58070636)","(1435180, 0.58944404)"
562250,"(6516883, 0.6310858)","(2686269, 0.6052915)","(2574616, 0.6222087)","(2205830, 0.6645551)","(190671, 0.66028076)"
684618,"(8021104, 0.58431685)","(6865759, 0.6124099)","(5776158, 0.58872646)","(3652700, 0.5928968)","(289938, 0.5923307)"
876727,"(7055632, 0.5670483)","(6927405, 0.5989269)","(6008311, 0.56224173)","(2205830, 0.5942654)","(190671, 0.5714474)"
1177772,"(7734737, 0.58051395)","(7529045, 0.5847981)","(6878877, 0.5945232)","(4101033, 0.5655834)","(2559833, 0.56460965)"
1055346,"(6927405, 0.46639162)","(6516883, 0.459734)","(4083034, 0.49384028)","(2574616, 0.4894548)","(409551, 0.47819427)"
623677,"(5792209, 0.53678626)","(4953537, 0.51445514)","(4247054, 0.5962493)","(1561435, 0.62754864)","(1077909, 0.5172652)"
264076,"(5851264, 0.5044036)","(4119237, 0.51612765)","(3797431, 0.52535063)","(1975465, 0.5316598)","(779563, 0.549793)"
139156,"(6927405, 0.7198219)","(6516883, 0.7351994)","(2686269, 0.66315854)","(2574616, 0.65596175)","(630810, 0.6383039)"
414653,"(5159247, 0.61281884)","(2684533, 0.65641856)","(1907291, 0.6082723)","(1354706, 0.61807823)","(1302500, 0.6123163)"
781885,"(6927405, 0.5952676)","(2450169, 0.5649835)","(2205830, 0.5754589)","(492197, 0.5618075)","(242666, 0.5575346)"
1076938,"(6391786, 0.5081818)","(3901230, 0.5131804)","(1802347, 0.54190624)","(1149105, 0.47914392)","(458751, 0.55039823)"
733275,"(6130491, 0.64005536)","(2353098, 0.69153285)","(1992873, 0.6410479)","(1880685, 0.6589294)","(752321, 0.6403116)"
947749,"(6840744, 0.5297897)","(4538311, 0.58441114)","(3972708, 0.5303855)","(3586315, 0.5758053)","(689869, 0.53629965)"
1077053,"(6199546, 0.60813785)","(5388547, 0.6135625)","(4186104, 0.6280858)","(2586776, 0.61225075)","(867631, 0.64162636)"
588347,"(6994567, 0.56348485)","(6179037, 0.5718912)","(2931431, 0.59083474)","(2020169, 0.5637812)","(419028, 0.5621486)"
1185300,"(6929041, 0.6274704)","(5742836, 0.6153157)","(4036942, 0.66076016)","(1544476, 0.60828453)","(1435180, 0.6379466)"
144705,"(6839303, 0.6266481)","(5319550, 0.626956)","(4886811, 0.6552596)","(1573147, 0.63751745)","(110592, 0.6444919)"
721657,"(6927405, 0.5992261)","(6516883, 0.6053499)","(2686269, 0.5312915)","(869674, 0.53619325)","(190671, 0.5501305)"
1151395,"(6397551, 0.54593015)","(3624592, 0.5439277)","(677946, 0.5419158)","(492197, 0.5471355)","(216942, 0.5541084)"
417132,"(6927405, 0.54902506)","(6516883, 0.5065919)","(5977696, 0.53070515)","(4101033, 0.5113685)","(915924, 0.5042281)"
751387,"(3914146, 0.6286068)","(1542980, 0.6522399)","(1399106, 0.6323161)","(966342, 0.6353954)","(203468, 0.6378493)"
630019,"(5234894, 0.5803097)","(2559833, 0.60103834)","(2265087, 0.607952)","(1464800, 0.5961409)","(1020387, 0.63837487)"
783204,"(6196873, 0.5493239)","(6176032, 0.5278013)","(3949604, 0.5050196)","(3041407, 0.5292351)","(541702, 0.48791105)"
884959,"(6948696, 0.5883317)","(6506083, 0.6027585)","(3251479, 0.6132802)","(3153983, 0.5973949)","(2534001, 0.612824)"
660796,"(8096845, 0.673859)","(5516335, 0.66772485)","(2585160, 0.65872264)","(2130928, 0.68690825)","(183607, 0.65572464)"
261340,"(4371635, 0.4948736)","(3759566, 0.5175838)","(3208747, 0.55062914)","(3135260, 0.5553746)","(854638, 0.5036937)"
568448,"(3228040, 0.6697303)","(1853994, 0.68849874)","(1572303, 0.6509458)","(1457938, 0.63588464)","(569422, 0.63119733)"
469119,"(7055632, 0.54695517)","(6927405, 0.6215014)","(6516883, 0.57994163)","(2205830, 0.54795074)","(677946, 0.54876244)"
33150,"(7734737, 0.6226083)","(6908167, 0.6369554)","(5958330, 0.594345)","(2573220, 0.616377)","(1649397, 0.5958195)"
114783,"(5341180, 0.6413758)","(3146622, 0.6728134)","(2574616, 0.6596837)","(1992873, 0.65373033)","(347258, 0.6364684)"
41571,"(8668476, 0.71606135)","(6222740, 0.6749677)","(4597859, 0.6857053)","(4332161, 0.6654768)","(2025487, 0.647472)"
27347,"(8795843, 0.51826)","(6516883, 0.5256558)","(5059361, 0.574224)","(1330444, 0.60067105)","(190671, 0.4999256)"
670542,"(4937640, 0.55690813)","(4101033, 0.5573621)","(3624592, 0.59832644)","(2081615, 0.56704676)","(769642, 0.5933064)"
956853,"(6907150, 0.6393992)","(3905734, 0.61371017)","(3653010, 0.6367019)","(3414453, 0.6812853)","(2189052, 0.61499405)"
578591,"(4297315, 0.62867385)","(2093133, 0.6365528)","(880451, 0.6034097)","(781145, 0.61069447)","(366647, 0.6048274)"
856372,"(3653010, 0.47246078)","(3590336, 0.4763171)","(3305007, 0.47574425)","(2918120, 0.5040699)","(1388086, 0.47578385)"
6361,"(7837375, 0.655187)","(4186104, 0.6763681)","(1264974, 0.6473948)","(900456, 0.70655084)","(867631, 0.66900194)"
1069776,"(3156778, 0.678753)","(2358218, 0.6884515)","(2073416, 0.83520275)","(917544, 0.68152416)","(863376, 0.73480403)"
1031157,"(5964484, 0.49142808)","(2745790, 0.4977271)","(2716834, 0.5008476)","(2172249, 0.49931115)","(869674, 0.5271469)"
793661,"(6960809, 0.5997068)","(5968332, 0.5683563)","(1682396, 0.56893706)","(1464800, 0.56856275)","(197793, 0.563701)"
473455,"(8148628, 0.6739857)","(5085879, 0.6760051)","(4756867, 0.67600036)","(3684567, 0.6834457)","(57430, 0.6706054)"
23499,"(5570357, 0.661579)","(4276264, 0.66898894)","(2353098, 0.6760041)","(963368, 0.6533829)","(402337, 0.66530436)"
774401,"(3795449, 0.48666474)","(3451269, 0.4932882)","(2885240, 0.49288583)","(1006638, 0.57695746)","(478518, 0.5009569)"
24362,"(7711304, 0.63172346)","(6014428, 0.6517627)","(5838739, 0.6453063)","(5784508, 0.65857106)","(371317, 0.6937096)"
497992,"(2893424, 0.6609047)","(2239411, 0.6805141)","(1992873, 0.64403856)","(1176399, 0.6893983)","(436343, 0.7157027)"
95429,"(6869566, 0.71439165)","(5921777, 0.7161347)","(3007766, 0.75992477)","(2239411, 0.720211)","(1092922, 0.7205061)"
917607,"(6134503, 0.6304629)","(4928976, 0.6262641)","(4270582, 0.63884133)","(3034012, 0.64715695)","(2693284, 0.6165532)"
548506,"(3190511, 0.627792)","(3048405, 0.6062356)","(2887240, 0.6182827)","(1098052, 0.622155)","(196849, 0.6367746)"
1035811,"(6008311, 0.4731862)","(5964484, 0.45815665)","(2237378, 0.46497476)","(2205830, 0.49407077)","(216942, 0.45406246)"
99438,"(5571267, 0.6949272)","(4492857, 0.7186239)","(3539102, 0.68148434)","(1182452, 0.6754806)","(476995, 0.7163954)"
509809,"(6927405, 0.7095483)","(6790327, 0.67779624)","(6130491, 0.6487514)","(2574616, 0.6756171)","(1786115, 0.6403754)"
29076,"(5571267, 0.6025926)","(5524396, 0.59679395)","(3539102, 0.63005793)","(3154219, 0.6307369)","(2647917, 0.6216898)"
261169,"(5583514, 0.58246666)","(4451359, 0.5794374)","(4187926, 0.56460536)","(3632406, 0.560192)","(3565130, 0.5667173)"
1060489,"(5332597, 0.63062155)","(2781405, 0.6384139)","(330136, 0.6271775)","(314792, 0.6377877)","(215265, 0.64777803)"
732275,"(6733656, 0.51667976)","(5587016, 0.5757425)","(2472140, 0.5289866)","(2123741, 0.51743174)","(1955866, 0.5295415)"
802321,"(6927405, 0.532682)","(5964484, 0.5543378)","(2205830, 0.54920167)","(869674, 0.53676033)","(242666, 0.5308221)"
295061,"(6566526, 0.57842815)","(5628933, 0.55899256)","(4047753, 0.57339907)","(2890753, 0.54382366)","(2761577, 0.5812283)"
426273,"(5927539, 0.6437728)","(5442718, 0.6320483)","(5352425, 0.63048285)","(592825, 0.63984764)","(577817, 0.6439207)"
510333,"(6108971, 0.6330719)","(4783458, 0.5925494)","(3826255, 0.58583283)","(1309042, 0.61456025)","(470225, 0.58851564)"
764449,"(5964484, 0.5567858)","(2205830, 0.6026655)","(492197, 0.5609039)","(242666, 0.5610814)","(190671, 0.5725126)"
534158,"(5887239, 0.6078279)","(2460598, 0.584466)","(1940171, 0.58484954)","(1558234, 0.57051504)","(1007164, 0.5813939)"
1001353,"(4445785, 0.58902526)","(3917112, 0.64139676)","(3505543, 0.7075794)","(2506590, 0.58491355)","(454751, 0.5978231)"
56285,"(4175927, 0.5884116)","(3647730, 0.5730461)","(2685439, 0.57274544)","(2182354, 0.56866145)","(459022, 0.6452688)"
245557,"(5708469, 0.78935254)","(3701335, 0.789267)","(493350, 0.7661561)","(406389, 0.7699401)","(326766, 0.81139165)"
153792,"(3901230, 0.63392735)","(2626940, 0.5874034)","(2356773, 0.605411)","(2324355, 0.59689796)","(1781785, 0.6060653)"
91700,"(6681672, 0.563907)","(5466090, 0.599792)","(4648344, 0.60837626)","(3729482, 0.5477894)","(2869633, 0.5553847)"
743491,"(6927405, 0.57857895)","(6516883, 0.55710876)","(2205830, 0.57097125)","(869674, 0.5460569)","(190671, 0.54780704)"
51556,"(6830757, 0.62514794)","(5787251, 0.62182665)","(5641578, 0.6498398)","(5466090, 0.64067566)","(5405554, 0.634505)"
335389,"(4382380, 0.5869822)","(2869633, 0.58287066)","(2552167, 0.57748675)","(2311157, 0.5928358)","(546189, 0.6069505)"
50648,"(6707413, 0.73533803)","(6054920, 0.73326945)","(5455110, 0.7400128)","(5281975, 0.75437593)","(1240841, 0.7513779)"
686231,"(6876090, 0.6274824)","(6310528, 0.5848997)","(3082149, 0.583091)","(605385, 0.57021254)","(210048, 0.64209497)"
855473,"(7827299, 0.54350954)","(5918249, 0.5820826)","(3156778, 0.6318214)","(2858607, 0.5443057)","(2834411, 0.5768579)"
81122,"(5222141, 0.70094836)","(5163089, 0.69439566)","(2328758, 0.7305192)","(2295254, 0.7012824)","(1637635, 0.6958319)"
252647,"(6211063, 0.5914107)","(5903821, 0.5984534)","(2702856, 0.5933916)","(1528127, 0.60797036)","(1500986, 0.5945559)"
561365,"(6211536, 0.54289675)","(5349743, 0.5010467)","(4445785, 0.5089588)","(728047, 0.52929324)","(166589, 0.501307)"
350817,"(6166696, 0.6202331)","(3205636, 0.63149256)","(2996976, 0.6090944)","(2471879, 0.62958884)","(2206616, 0.60161775)"
929451,"(7738487, 0.6888709)","(6191182, 0.6446259)","(6054920, 0.66563386)","(3052712, 0.6635169)","(1302500, 0.64436424)"
494771,"(6886949, 0.6132783)","(5038113, 0.59132)","(4620296, 0.67855215)","(717448, 0.65301085)","(332487, 0.59070253)"
189563,"(8096845, 0.64370656)","(5934375, 0.5959033)","(2683543, 0.603404)","(2585160, 0.59572303)","(2130928, 0.6149552)"
802410,"(2878569, 0.5629177)","(2585160, 0.6276058)","(2534650, 0.53603214)","(2513489, 0.50108224)","(454090, 0.5128071)"
719957,"(6927405, 0.6408)","(6790327, 0.70635724)","(6516883, 0.7225392)","(2574616, 0.6438242)","(2378820, 0.58995265)"
126047,"(7827299, 0.5847944)","(5571267, 0.56430614)","(2073416, 0.6098385)","(1840326, 0.59777844)","(1572303, 0.5969703)"
131616,"(6086562, 0.54585934)","(3407865, 0.544289)","(2936466, 0.5675248)","(409002, 0.56287223)","(190671, 0.58741844)"
50823,"(5726715, 0.6198256)","(5544116, 0.61841464)","(4542051, 0.66662264)","(1849292, 0.6218183)","(212782, 0.64802396)"
